proposal_short_id,validator_short_id,vote_code,voting_power,timestamp
1,820,5,8e-06,1699589113000
1,823,5,0.0,1699597986000
1,840,5,1e-06,1699598266000
1,816,5,0.000249,1699603477000
1,744,5,0.05429,1699603887000
1,728,5,0.036578,1699607243000
1,724,4,0.021572,1699608283000
1,829,5,1.4e-05,1699609784000
1,738,5,0.017826,1699609909000
1,851,5,0.0,1699613140000
1,748,5,0.000972,1699613645000
1,803,5,4.5e-05,1699615141000
1,809,5,0.0,1699616002000
1,843,5,1e-06,1699616696000
1,740,5,0.019855,1699617992000
1,745,5,0.05953,1699619688000
1,773,5,0.000176,1699622651000
1,831,5,0.0,1699624820000
1,742,5,0.009799,1699625145000
1,782,5,0.0,1699626959000
1,747,5,0.003559,1699628902000
1,727,5,0.007324,1699630377000
1,729,5,0.007567,1699630518000
1,799,5,0.034389,1699630973000
1,826,5,1e-06,1699631042000
1,784,5,0.179036,1699631102000
1,806,5,0.010581,1699631161000
1,766,5,0.0,1699631551000
1,828,5,1e-06,1699632285000
1,787,5,0.001053,1699633866000
1,777,5,0.0,1699633878000
1,762,5,9e-06,1699634023000
1,836,5,2e-06,1699636484000
1,810,5,7e-06,1699637283000
1,735,5,0.017339,1699642263000
1,838,5,2e-06,1699653095000
1,850,5,1e-06,1699654858000
1,849,5,2e-06,1699656272000
1,822,5,0.0,1699658370000
1,771,5,0.0,1699662361000
1,848,1,1e-06,1699668352000
1,824,5,9e-06,1699685656000
1,794,0,0.0,1699696674000
1,847,5,0.0,1699702503000
1,821,5,0.0,1699703436000
1,754,5,0.013199,1699707790000
1,846,5,0.0,1699722023000
1,788,1,0.012826,1699723654000
1,818,5,0.0,1699730504000
1,833,5,1e-06,1699746013000
1,819,5,1e-06,1699778582000
1,741,5,0.010161,1699785207000
1,808,0,1.8e-05,1699788890000
1,815,5,5.7e-05,1699789045000
1,736,5,0.016161,1699812752000
1,845,5,0.0,1699829532000
1,817,5,6e-06,1699854062000
1,813,5,0.005179,1699858288000
1,839,5,0.0,1699875380000
1,758,5,0.007123,1699880858000
10,766,2,0.0,0
10,767,2,0.008182,0
10,768,2,1e-06,0
10,769,2,0.0,0
10,766,2,0.0,0
10,767,2,0.008182,0
10,768,2,1e-06,0
10,769,2,0.0,0
10,734,5,0.011591,1706886117000
10,734,5,0.011591,1706886117000
10,809,5,0.0,1706944225000
10,809,5,0.0,1706944225000
10,724,1,0.021572,1706964281000
10,724,1,0.021572,1706964281000
10,773,1,0.000176,1706964898000
10,773,1,0.000176,1706964898000
10,755,1,0.010386,1706966176000
10,755,1,0.010386,1706966176000
10,754,5,0.013199,1706976269000
10,754,5,0.013199,1706976269000
10,733,1,0.007338,1706996391000
10,733,1,0.007338,1706996391000
10,746,1,0.041665,1707013612000
10,746,1,0.041665,1707013612000
10,801,5,0.003557,1707033731000
10,801,5,0.003557,1707033731000
10,748,1,0.000972,1707033789000
10,748,1,0.000972,1707033789000
10,729,5,0.007567,1707044594000
10,729,5,0.007567,1707044594000
10,740,1,0.019855,1707047828000
10,740,1,0.019855,1707047828000
10,741,1,0.010161,1707053782000
10,741,1,0.010161,1707053782000
10,772,1,8.4e-05,1707097415000
10,772,1,8.4e-05,1707097415000
10,776,5,0.001682,1707106342000
10,776,5,0.001682,1707106342000
10,759,1,0.025844,1707124139000
10,759,1,0.025844,1707124139000
10,753,1,0.013187,1707124163000
10,753,1,0.013187,1707124163000
10,732,1,0.027583,1707124173000
10,732,1,0.027583,1707124173000
10,798,1,0.005144,1707124198000
10,798,1,0.005144,1707124198000
10,817,1,6e-06,1707124505000
10,817,1,6e-06,1707124505000
10,752,1,0.01746,1707124508000
10,752,1,0.01746,1707124508000
10,810,1,7e-06,1707124733000
10,810,1,7e-06,1707124733000
10,763,1,0.01683,1707125179000
10,763,1,0.01683,1707125179000
10,745,1,0.05953,1707125519000
10,745,1,0.05953,1707125519000
10,787,1,0.001053,1707125931000
10,787,1,0.001053,1707125931000
10,789,1,0.003194,1707127797000
10,789,1,0.003194,1707127797000
10,758,0,0.007123,1707127902000
10,758,0,0.007123,1707127902000
10,742,1,0.009799,1707128911000
10,742,1,0.009799,1707128911000
10,743,0,0.015718,1707128989000
10,743,0,0.015718,1707128989000
10,738,1,0.017826,1707129876000
10,738,1,0.017826,1707129876000
10,805,1,0.000732,1707130321000
10,805,1,0.000732,1707130321000
10,802,1,0.002619,1707132411000
10,802,1,0.002619,1707132411000
10,815,1,5.7e-05,1707133897000
10,815,1,5.7e-05,1707133897000
10,808,1,1.8e-05,1707137131000
10,808,1,1.8e-05,1707137131000
10,727,1,0.007324,1707138788000
10,727,1,0.007324,1707138788000
10,725,0,0.009539,1707139670000
10,725,0,0.009539,1707139670000
10,784,1,0.179036,1707141604000
10,784,1,0.179036,1707141604000
10,806,1,0.010581,1707141633000
10,806,1,0.010581,1707141633000
10,799,1,0.034389,1707141974000
10,799,1,0.034389,1707141974000
10,807,1,0.011601,1707142064000
10,807,1,0.011601,1707142064000
10,736,1,0.016161,1707142990000
10,736,1,0.016161,1707142990000
10,816,1,0.000249,1707143914000
10,816,1,0.000249,1707143914000
10,751,1,0.01582,1707147617000
10,751,1,0.01582,1707147617000
10,756,1,0.008073,1707147668000
10,756,1,0.008073,1707147668000
10,770,1,0.032908,1707148865000
10,770,1,0.032908,1707148865000
10,765,1,0.034018,1707149856000
10,765,1,0.034018,1707149856000
10,735,1,0.017339,1707150918000
10,735,1,0.017339,1707150918000
10,728,1,0.036578,1707155594000
10,728,1,0.036578,1707155594000
10,788,1,0.012826,1707157282000
10,788,1,0.012826,1707157282000
10,749,1,0.00163,1707157484000
10,749,1,0.00163,1707157484000
10,800,1,0.003415,1707164328000
10,800,1,0.003415,1707164328000
10,750,1,0.010026,1707168027000
10,750,1,0.010026,1707168027000
10,790,1,0.012277,1707175426000
10,790,1,0.012277,1707175426000
10,747,1,0.003559,1707179497000
10,747,1,0.003559,1707179497000
10,803,1,4.5e-05,1707213272000
10,803,1,4.5e-05,1707213272000
10,737,1,0.002967,1707222920000
10,737,1,0.002967,1707222920000
100,735,2,0.013297,0
100,766,2,0.0,0
100,767,2,0.006418,0
100,768,2,1e-06,0
100,769,2,0.0,0
100,770,2,0.022557,0
100,771,2,0.0,0
100,772,2,4.7e-05,0
100,773,2,0.000122,0
100,774,2,0.0,0
100,775,2,0.0,0
100,777,2,0.0,0
100,778,2,0.0,0
100,749,2,0.002366,0
100,755,5,0.009966,1719731533000
100,733,5,0.005839,1719740251000
100,737,5,0.002271,1719743185000
100,727,5,0.005137,1719743273000
100,801,5,0.003091,1719745777000
100,797,5,0.003156,1719748590000
100,738,5,0.013574,1719755760000
100,758,0,0.004768,1719757684000
100,765,5,0.034154,1719759296000
100,729,5,0.007833,1719772220000
100,763,5,0.020847,1719783450000
100,753,5,0.011935,1719783824000
100,752,5,0.014021,1719787029000
100,759,5,0.020749,1719802017000
100,746,5,0.039789,1719802432000
100,754,5,0.010426,1719803746000
100,739,5,0.001807,1719819619000
100,800,5,0.003043,1719820015000
100,742,5,0.008184,1719820188000
100,724,0,0.018242,1719820374000
100,798,5,0.004728,1719821672000
100,743,0,0.013149,1719821677000
100,748,5,0.002873,1719824657000
100,734,5,0.009936,1719826201000
100,726,5,0.003355,1719827482000
100,787,5,0.00163,1719840249000
100,736,1,0.012078,1719844345000
100,764,5,0.001892,1719848260000
100,740,5,0.017554,1719875094000
100,757,5,0.002029,1719884484000
100,789,5,0.003468,1719898823000
100,732,5,0.027185,1719901899000
100,744,5,0.052044,1719905316000
100,745,0,0.045102,1719909754000
100,741,1,0.010132,1719917487000
100,776,5,0.001809,1719922553000
100,731,5,1.4e-05,1719928998000
100,762,5,0.001909,1719954503000
100,802,5,0.003427,1719982447000
100,730,5,0.0,1719985006000
100,756,5,0.005858,1719998522000
100,751,5,0.013005,1719998744000
100,725,5,0.006942,1719999823000
100,728,5,0.017232,1720013697000
100,791,5,0.044776,1720015488000
100,786,5,0.0,1720034366000
101,766,2,0.0,0
101,767,2,0.006418,0
101,768,2,1e-06,0
101,769,2,0.0,0
101,770,2,0.022557,0
101,771,2,0.0,0
101,772,2,4.7e-05,0
101,773,2,0.000122,0
101,774,2,0.0,0
101,775,2,0.0,0
101,777,2,0.0,0
101,778,2,0.0,0
101,749,2,0.002366,0
101,755,5,0.009966,1719731545000
101,733,5,0.005839,1719740266000
101,737,5,0.002271,1719743170000
101,727,5,0.005137,1719743265000
101,801,5,0.003091,1719745753000
101,797,5,0.003156,1719748610000
101,738,5,0.013574,1719755724000
101,758,0,0.004768,1719757720000
101,765,5,0.034154,1719759328000
101,729,5,0.007833,1719772231000
101,763,5,0.020847,1719783455000
101,753,5,0.011935,1719783830000
101,752,5,0.014021,1719787053000
101,759,5,0.020749,1719802037000
101,746,5,0.039789,1719802432000
101,754,5,0.010426,1719803757000
101,739,5,0.001807,1719819619000
101,800,5,0.003043,1719820035000
101,724,5,0.018242,1719820397000
101,742,5,0.008184,1719820463000
101,798,5,0.004728,1719821680000
101,743,0,0.013149,1719821681000
101,748,5,0.002873,1719824666000
101,734,5,0.009936,1719826248000
101,726,5,0.003355,1719827511000
101,787,5,0.00163,1719840305000
101,736,1,0.012078,1719844463000
101,764,5,0.001892,1719848296000
101,740,5,0.017554,1719875107000
101,757,5,0.002029,1719884512000
101,789,5,0.003468,1719898828000
101,732,5,0.027185,1719901922000
101,744,5,0.052044,1719905333000
101,745,0,0.045102,1719909784000
101,741,0,0.010132,1719917901000
101,728,5,0.017232,1719918153000
101,776,5,0.001809,1719922560000
101,731,5,1.4e-05,1719928998000
101,762,5,0.001909,1719954520000
101,802,5,0.003427,1719982447000
101,730,5,0.0,1719985021000
101,756,5,0.005858,1719998532000
101,751,5,0.013005,1719998754000
101,725,5,0.006942,1719999850000
101,791,5,0.044776,1720015521000
101,786,5,0.0,1720034375000
101,735,5,0.013297,1720065193000
102,766,2,0.0,0
102,767,2,0.006418,0
102,768,2,1e-06,0
102,769,2,0.0,0
102,770,2,0.022557,0
102,771,2,0.0,0
102,772,2,4.7e-05,0
102,773,2,0.000122,0
102,774,2,0.0,0
102,775,2,0.0,0
102,777,2,0.0,0
102,778,2,0.0,0
102,742,2,0.008184,0
102,749,2,0.002366,0
102,779,2,0.0,0
102,780,2,0.030618,0
102,755,5,0.009966,1719731857000
102,733,5,0.005839,1719740280000
102,737,5,0.002271,1719743154000
102,727,5,0.005137,1719743257000
102,801,5,0.003091,1719745792000
102,797,5,0.003156,1719748649000
102,738,5,0.013574,1719755712000
102,758,5,0.004768,1719757786000
102,765,5,0.034154,1719759361000
102,729,5,0.007833,1719772237000
102,763,5,0.020847,1719783460000
102,753,5,0.011935,1719783836000
102,752,5,0.014021,1719787065000
102,759,5,0.020749,1719802062000
102,746,5,0.039789,1719802432000
102,754,5,0.010426,1719803731000
102,739,5,0.001807,1719819619000
102,800,5,0.003043,1719820049000
102,724,5,0.018242,1719820419000
102,798,5,0.004728,1719821689000
102,743,0,0.013149,1719821900000
102,748,5,0.002873,1719824675000
102,734,5,0.009936,1719826277000
102,726,5,0.003355,1719827540000
102,787,5,0.00163,1719840319000
102,736,5,0.012078,1719844662000
102,764,5,0.001892,1719848305000
102,740,5,0.017554,1719875118000
102,757,5,0.002029,1719884540000
102,789,5,0.003468,1719898833000
102,744,5,0.052044,1719905424000
102,745,5,0.045102,1719909823000
102,741,0,0.010132,1719917743000
102,776,5,0.001809,1719922567000
102,731,5,1.4e-05,1719928998000
102,762,5,0.001909,1719954537000
102,802,5,0.003427,1719982447000
102,730,5,0.0,1719985033000
102,756,5,0.005858,1719998537000
102,751,5,0.013005,1719998758000
102,728,5,0.017232,1720013782000
102,791,5,0.044776,1720015532000
102,786,5,0.0,1720034399000
102,735,5,0.013297,1720065221000
103,766,2,0.0,0
103,767,2,0.006418,0
103,768,2,1e-06,0
103,769,2,0.0,0
103,770,2,0.022557,0
103,771,2,0.0,0
103,772,2,4.7e-05,0
103,773,2,0.000122,0
103,774,2,0.0,0
103,775,2,0.0,0
103,777,2,0.0,0
103,778,2,0.0,0
103,749,2,0.002366,0
103,755,5,0.009966,1719731869000
103,733,5,0.005839,1719740295000
103,737,5,0.002271,1719743129000
103,727,5,0.005137,1719743248000
103,801,5,0.003091,1719745821000
103,797,5,0.003156,1719748629000
103,738,5,0.013574,1719755701000
103,758,5,0.004768,1719757738000
103,765,5,0.034154,1719759393000
103,729,5,0.007833,1719772251000
103,763,5,0.020847,1719783464000
103,753,5,0.011935,1719783839000
103,752,5,0.014021,1719787098000
103,759,5,0.020749,1719802093000
103,746,5,0.039789,1719802432000
103,754,5,0.010426,1719803798000
103,739,5,0.001807,1719819619000
103,800,5,0.003043,1719820065000
103,724,5,0.018242,1719820433000
103,742,5,0.008184,1719820484000
103,798,5,0.004728,1719821698000
103,743,0,0.013149,1719822018000
103,748,5,0.002873,1719824685000
103,734,5,0.009936,1719826308000
103,726,5,0.003355,1719827566000
103,787,5,0.00163,1719840420000
103,736,5,0.012078,1719844870000
103,764,5,0.001892,1719848319000
103,740,5,0.017554,1719875127000
103,757,5,0.002029,1719884573000
103,789,5,0.003468,1719898894000
103,732,5,0.027185,1719901933000
103,744,5,0.052044,1719905453000
103,745,5,0.045102,1719909804000
103,741,5,0.010132,1719917614000
103,776,5,0.001809,1719922593000
103,731,5,1.4e-05,1719928998000
103,762,5,0.001909,1719954553000
103,802,5,0.003427,1719982447000
103,730,5,0.0,1719985046000
103,756,5,0.005858,1719998544000
103,751,5,0.013005,1719998767000
103,725,5,0.006942,1719999885000
103,728,5,0.017232,1720013815000
103,791,5,0.044776,1720015539000
103,786,5,0.0,1720034417000
103,735,5,0.013297,1720065244000
104,766,2,0.0,0
104,767,2,0.006418,0
104,768,2,1e-06,0
104,769,2,0.0,0
104,770,2,0.022557,0
104,771,2,0.0,0
104,772,2,4.7e-05,0
104,773,2,0.000122,0
104,774,2,0.0,0
104,775,2,0.0,0
104,777,2,0.0,0
104,778,2,0.0,0
104,742,2,0.008184,0
104,749,2,0.002366,0
104,779,2,0.0,0
104,755,5,0.009966,1719731879000
104,802,5,0.003427,1719732533000
104,733,5,0.005839,1719740309000
104,737,5,0.002271,1719743107000
104,727,5,0.005137,1719743238000
104,801,5,0.003091,1719745844000
104,797,5,0.003156,1719748665000
104,738,5,0.013574,1719755693000
104,758,0,0.004768,1719757931000
104,765,5,0.034154,1719759427000
104,729,5,0.007833,1719772261000
104,763,5,0.020847,1719783469000
104,753,5,0.011935,1719783848000
104,752,5,0.014021,1719787121000
104,759,5,0.020749,1719802119000
104,746,5,0.039789,1719802432000
104,754,5,0.010426,1719803783000
104,739,5,0.001807,1719819619000
104,800,5,0.003043,1719820082000
104,724,0,0.018242,1719820554000
104,798,5,0.004728,1719821705000
104,748,5,0.002873,1719824753000
104,734,5,0.009936,1719826431000
104,726,5,0.003355,1719827591000
104,787,5,0.00163,1719840379000
104,736,5,0.012078,1719846310000
104,764,5,0.001892,1719848327000
104,740,5,0.017554,1719875136000
104,757,5,0.002029,1719884605000
104,789,5,0.003468,1719898899000
104,732,5,0.027185,1719901970000
104,744,5,0.052044,1719905475000
104,745,5,0.045102,1719909846000
104,741,1,0.010132,1719917478000
104,776,5,0.001809,1719922604000
104,731,5,1.4e-05,1719928998000
104,762,5,0.001909,1719954571000
104,730,5,0.0,1719985060000
104,756,5,0.005858,1719998548000
104,751,5,0.013005,1719998773000
104,725,5,0.006942,1719999903000
104,728,5,0.017232,1720013847000
104,791,5,0.044776,1720015543000
104,786,5,0.0,1720034428000
104,735,5,0.013297,1720065264000
105,766,2,0.0,0
105,767,2,0.006418,0
105,768,2,1e-06,0
105,769,2,0.0,0
105,770,2,0.022557,0
105,771,2,0.0,0
105,772,2,4.7e-05,0
105,773,2,0.000122,0
105,774,2,0.0,0
105,775,2,0.0,0
105,777,2,0.0,0
105,778,2,0.0,0
105,749,2,0.002366,0
105,779,2,0.0,0
105,755,5,0.009966,1719731888000
105,733,5,0.005839,1719740329000
105,737,5,0.002271,1719743086000
105,727,5,0.005137,1719743230000
105,801,5,0.003091,1719745866000
105,797,5,0.003156,1719748687000
105,738,5,0.013574,1719755686000
105,758,5,0.004768,1719757857000
105,765,5,0.034154,1719759442000
105,729,5,0.007833,1719772271000
105,763,5,0.020847,1719783475000
105,753,5,0.011935,1719783855000
105,752,5,0.014021,1719787162000
105,759,5,0.020749,1719801966000
105,746,5,0.039789,1719802432000
105,754,5,0.010426,1719803707000
105,739,5,0.001807,1719819619000
105,800,5,0.003043,1719820098000
105,742,5,0.008184,1719820511000
105,724,1,0.018242,1719820618000
105,798,5,0.004728,1719821715000
105,743,0,0.013149,1719822127000
105,748,5,0.002873,1719824762000
105,734,5,0.009936,1719826466000
105,726,5,0.003355,1719827619000
105,787,5,0.00163,1719840346000
105,736,5,0.012078,1719846941000
105,764,5,0.001892,1719848339000
105,740,5,0.017554,1719875145000
105,757,5,0.002029,1719884637000
105,789,5,0.003468,1719898903000
105,732,5,0.027185,1719901982000
105,744,5,0.052044,1719905494000
105,745,5,0.045102,1719909873000
105,741,1,0.010132,1719917598000
105,776,5,0.001809,1719922615000
105,731,5,1.4e-05,1719928998000
105,762,5,0.001909,1719954587000
105,802,5,0.003427,1719982350000
105,730,5,0.0,1719985075000
105,756,5,0.005858,1719998554000
105,751,5,0.013005,1719998777000
105,725,5,0.006942,1719999938000
105,728,5,0.017232,1720013905000
105,786,5,0.0,1720034437000
105,735,5,0.013297,1720065284000
106,766,2,0.0,0
106,767,2,0.006418,0
106,768,2,1e-06,0
106,769,2,0.0,0
106,770,2,0.022557,0
106,771,2,0.0,0
106,772,2,4.7e-05,0
106,773,2,0.000122,0
106,774,2,0.0,0
106,775,2,0.0,0
106,777,2,0.0,0
106,778,2,0.0,0
106,749,2,0.002366,0
106,779,2,0.0,0
106,755,5,0.009966,1719732417000
106,733,5,0.005839,1719740347000
106,737,5,0.002271,1719743068000
106,727,5,0.005137,1719743220000
106,801,5,0.003091,1719745880000
106,797,5,0.003156,1719748727000
106,738,5,0.013574,1719755675000
106,758,0,0.004768,1719757898000
106,765,5,0.034154,1719759494000
106,729,5,0.007833,1719772282000
106,763,5,0.020847,1719783484000
106,753,5,0.011935,1719783861000
106,752,5,0.014021,1719787179000
106,759,5,0.020749,1719801640000
106,746,5,0.039789,1719802432000
106,754,5,0.010426,1719803717000
106,739,5,0.001807,1719819619000
106,800,5,0.003043,1719820109000
106,742,5,0.008184,1719820531000
106,724,0,0.018242,1719820662000
106,798,5,0.004728,1719821725000
106,743,0,0.013149,1719822159000
106,748,5,0.002873,1719824771000
106,734,5,0.009936,1719827181000
106,726,5,0.003355,1719827678000
106,787,5,0.00163,1719840403000
106,736,0,0.012078,1719847342000
106,764,5,0.001892,1719848357000
106,740,5,0.017554,1719875154000
106,757,5,0.002029,1719884666000
106,789,5,0.003468,1719898908000
106,732,5,0.027185,1719902002000
106,744,5,0.052044,1719905512000
106,745,0,0.045102,1719909919000
106,741,1,0.010132,1719917370000
106,776,5,0.001809,1719922635000
106,731,5,1.4e-05,1719928998000
106,762,5,0.001909,1719954603000
106,802,5,0.003427,1719982350000
106,730,5,0.0,1719985089000
106,756,5,0.005858,1719998560000
106,751,5,0.013005,1719998783000
106,725,5,0.006942,1719999965000
106,728,5,0.017232,1720013936000
106,786,0,0.0,1720034475000
106,735,5,0.013297,1720065306000
107,766,2,0.0,0
107,767,2,0.006418,0
107,768,2,1e-06,0
107,769,2,0.0,0
107,770,2,0.022557,0
107,771,2,0.0,0
107,772,2,4.7e-05,0
107,773,2,0.000122,0
107,774,2,0.0,0
107,775,2,0.0,0
107,777,2,0.0,0
107,778,2,0.0,0
107,749,2,0.002366,0
107,755,5,0.009966,1719732428000
107,733,5,0.005839,1719740361000
107,737,5,0.002271,1719743051000
107,727,5,0.005137,1719743212000
107,801,5,0.003091,1719745686000
107,797,5,0.003156,1719748705000
107,738,5,0.013574,1719755666000
107,758,5,0.004768,1719757822000
107,765,5,0.034154,1719759542000
107,729,5,0.007833,1719772292000
107,763,5,0.020847,1719783490000
107,752,5,0.014021,1719787201000
107,759,5,0.020749,1719801619000
107,746,5,0.039789,1719802432000
107,754,5,0.010426,1719803694000
107,739,5,0.001807,1719819619000
107,800,5,0.003043,1719820127000
107,742,5,0.008184,1719820554000
107,724,5,0.018242,1719820675000
107,798,5,0.004728,1719821735000
107,743,0,0.013149,1719822190000
107,748,5,0.002873,1719824780000
107,734,5,0.009936,1719827211000
107,726,5,0.003355,1719827696000
107,787,5,0.00163,1719840476000
107,736,0,0.012078,1719847641000
107,764,5,0.001892,1719848368000
107,740,5,0.017554,1719875165000
107,757,5,0.002029,1719884698000
107,789,5,0.003468,1719898919000
107,732,5,0.027185,1719902011000
107,744,5,0.052044,1719905884000
107,745,5,0.045102,1719909900000
107,741,5,0.010132,1719916844000
107,728,5,0.017232,1719918185000
107,776,5,0.001809,1719922647000
107,731,5,1.4e-05,1719928998000
107,753,5,0.011935,1719953907000
107,762,5,0.001909,1719954620000
107,802,5,0.003427,1719982350000
107,730,5,0.0,1719985102000
107,756,5,0.005858,1719998567000
107,751,5,0.013005,1719998788000
107,725,5,0.006942,1719999996000
107,786,5,0.0,1720034488000
107,760,5,0.005543,1720059107000
107,735,5,0.013297,1720065327000
108,766,2,0.0,0
108,767,2,0.006406,0
108,768,2,1e-06,0
108,769,2,0.0,0
108,770,2,0.022511,0
108,771,2,0.0,0
108,772,2,4.6e-05,0
108,773,2,0.000107,0
108,774,2,0.0,0
108,775,2,0.0,0
108,777,2,0.0,0
108,778,2,0.0,0
108,749,2,0.002361,0
108,779,2,0.0,0
108,780,2,0.030555,0
108,760,2,0.005531,0
108,727,5,0.00513,1719834927000
108,738,5,0.013547,1719837137000
108,787,5,0.001621,1719840446000
108,798,5,0.005193,1719841644000
108,759,5,0.02071,1719842801000
108,755,5,0.009941,1719843258000
108,734,5,0.009925,1719847823000
108,764,5,0.001888,1719848381000
108,765,5,0.034105,1719849425000
108,740,5,0.01766,1719875182000
108,763,5,0.020824,1719882850000
108,757,5,0.002025,1719884725000
108,789,5,0.003461,1719898931000
108,732,5,0.027131,1719902037000
108,801,5,0.003092,1719903275000
108,742,5,0.008204,1719903402000
108,743,0,0.013158,1719904637000
108,744,5,0.052606,1719905907000
108,746,5,0.039793,1719912794000
108,741,1,0.010163,1719917342000
108,745,0,0.045012,1719920460000
108,736,1,0.012054,1719921275000
108,776,5,0.001805,1719922661000
