proposal_id,chain,original_id,title,type,status,timestamp,voting_start,voting_end,tx_hash,proposer,high_level_category,topic_subject,passed
osmosis_163,osmosis,163,Signalling proposal Match External Incentives to LIKEOSMO and ATOMLIKE pools,/cosmos.gov.v1beta1.TextProposal,PASSED,1646290777704,1646293176591,1646552376591,C4CE270905E9F24B2AF8FC5DA9485B4EE34A740B7BB3BBDBDF8833EB8882FEC7,osmo1fr62zx24gapdul0gze8lt3y9fmtt7h6m6h87v2,TextProposal,Governance Process,True
evmos_1,evmos,1,Airdrop Claim Mission,/cosmos.gov.v1beta1.TextProposal,PASSED,1646335101382,1646335101382,1646767101382,undefined,undefined,TextProposal,Governance Process,True
secret_80,secret,80,Increase max gas per block from 4M to 6M,ParameterChange,PASSED,1646342889748,1646342889748,1646947689748,9B25D1C8AE61FBD1571DCB25B07FCD7438AAB861EC33D8A7CB6220699AC482D2,secret1hjd20hjvkx06y8p42xl0uzr3gr3ue3nka2sclm,ParameterChange,Fee Adjustment,True
injective_119,injective,119,Injective Astro Program Restructure,/injective.exchange.v1beta1.TradingRewardCampaignUpdateProposal,PASSED,1646426410491,1646510876542,1646683676542,19E53621D1B1D8756D146FCE7E8BA14F381532367AB7E3D6F4D491C7BB6365BC,inj17vytdwqczqz72j65saukplrktd4gyfme5agf6c,MarketRelated,DEX Configuration,True
injective_120,injective,120,Trade  Earn rewards points adjustment for epoch ended March 2 2022 UTC,/injective.exchange.v1beta1.TradingRewardPendingPointsUpdateProposal,REJECTED,1646585727602,1646607321887,1646780121887,1CD822DDF300481D2A70642DD17E32579E6042327AF51663D1A5856866F78644,inj17vytdwqczqz72j65saukplrktd4gyfme5agf6c,MarketRelated,Oracle Update,False
osmosis_164,osmosis,164,SemiAutomatic Incentive Adjustments for 03062022,/osmosis.poolincentives.v1beta1.UpdatePoolIncentivesProposal,PASSED,1646627251894,1646670156712,1646929356712,9298406520C5DF0C4A056BA603A57A0DA0BB5827902598FA293739320184F7D8,osmo1d4pn8f3q5dn0g4uwr2egh5mgzrnf7fhhwxrltj,PoolIncentives,Reward Adjustment,True
osmosis_165,osmosis,165,Signaling Proposal Add BAND Incentivized Pool,/cosmos.gov.v1beta1.TextProposal,PASSED,1646649419777,1646649419777,1646908619777,AEEDB09D98F10DB2215ED3894053F71F6B11DE7B391CCDEBC83538E77F50A89F,osmo1h2c47vd943scjlfum6yc5frvu2l279lwgwfh6a,TextProposal,Community Decision,True
osmosis_166,osmosis,166,Signaling proposal to match DARC external incentives,/cosmos.gov.v1beta1.TextProposal,PASSED,1646664115245,1646707102323,1646966302323,1DF974CE3D9D1D2296C19B0B4B4027461CA01ED3C97DA7198E6FEFF95B59CFB1,osmo1cs4jxnxjl54y3xnk4aud5g4n334nxsnnxaqegn,TextProposal,Governance Process,True
stargaze_18,stargaze,18,SG721 Contract v080,/cosmwasm.wasm.v1.StoreCodeProposal,PASSED,1646712569889,1646712569889,1646971769889,DB76BD44323B94AAFC9E248945441ADD9A775028CF4BC335BF082CF12FB85421,stars1r5ecq7zn6hwh5e68e79ume8rp9ht7kjz352drk,SmartContract,Contract Deployment,True
stargaze_19,stargaze,19,Minter Contract v080,/cosmwasm.wasm.v1.StoreCodeProposal,PASSED,1646712733520,1646712733520,1646971933520,3058365C26061AEAD823BCD53C8BBE647EAC0BC1DC1F15E1A6E29562D450F1FD,stars1r5ecq7zn6hwh5e68e79ume8rp9ht7kjz352drk,SmartContract,Contract Deployment,True
stargaze_20,stargaze,20,Whitelist Contract v080,/cosmwasm.wasm.v1.StoreCodeProposal,PASSED,1646712777507,1646712777507,1646971977507,579CDDA151F6FBD3CF6D201A9357E22FB1050F8846AD2AB2EC64D09B053DD6A6,stars1r5ecq7zn6hwh5e68e79ume8rp9ht7kjz352drk,SmartContract,Contract Deployment,True
osmosis_169,osmosis,169,Match External Incentives for CMDXOSMO and CMDXATOM pairs,/cosmos.gov.v1beta1.TextProposal,PASSED,1646737840595,1646739142948,1646998342948,585556BE1C66E596BF188B58547D273ED7BF68BA330DB264DDA7D91AC05EE9A3,osmo1lv8m3q0ahsuzctp675ygnfxu7vyy48hlczuzrc,TextProposal,Governance Process,True
gravity-bridge_24,gravity-bridge,24,Governance proposal to recover IBC connection with BitCanna chain,ClientUpdate,PASSED,1646741290145,1646741290145,1646914090145,63BD116C0E9BC2C1565D851AD0B1E1AA88A777BC9A9F877F483F2A7C17EB3885,gravity19hyh7gvr7yv9qpjanakhdrd6cgcyp9jfjq7aq5,IBCRelated,IBC Transfer,True
osmosis_170,osmosis,170,Signaling Proposal for GRAV Incentivized Pools,/cosmos.gov.v1beta1.TextProposal,PASSED,1646775263252,1646775263252,1647034463252,B5EB67241FE9F6C4DAF973B77F4F532076399E4ACD208D45141D15F1C4914B8B,osmo1td85sjm05ak38mn4fqaesvxck9s9j6mf433lxa,TextProposal,Community Decision,True
gravity-bridge_25,gravity-bridge,25,Proposal for external incentives for GRAV liquidity providers,CommunityPoolSpend,PASSED,1646775621889,1646775621889,1646948421889,6AB6E935D1CEFC8A3EC31C9CBBA25B0C2CB1EE90CB8996DD6D2AEF488854F849,gravity17399gtlvfyavwx7afu7w5rjw5f2kwe7w2qjfx9,CommunityPoolSpend,Ecosystem Growth,True
gravity-bridge_26,gravity-bridge,26,Register CHEQ token metadata on Gravity Bridge,IBCMetadat,PASSED,1646837052009,1646837052009,1647009852009,40459F9E82FC1712862EA35737E89D22EDCBD5D25728B342A9F3D48E8050B47C,gravity1vj9qtf9fy00q8xnwxfwsswtr24ajl8a50cfu07,IBCRelated,IBC Security,True
osmosis_171,osmosis,171,Signalling proposal for PSTAKEOSMO648 incentivized pool,/cosmos.gov.v1beta1.TextProposal,PASSED,1646922637932,1646922637932,1647181837932,A463D0A74908BC21FBDEDD9A2AEBC909C2E89DE408F3E2B3E16C21FCDB07407E,osmo1dlwqwzggptdvx9rewhca2axz64klpzw65ttuvp,TextProposal,Governance Process,True
juno_16,juno,16,Correcting the gamed stakedrop,/cosmos.gov.v1beta1.TextProposal,PASSED,1646928556285,1646929262860,1647361262860,D4790C1A53FB62C18EDA59B0F19B8A7767FA09B5E3D0BC43ADC986919AEF308E,juno1jnxl8gxfjz4pqswpa2e8j5h9wcgxcsyvratfxf,TextProposal,Governance Process,True
secret_81,secret,81,Secret Network Charter  Code of Conduct 2022Q1,Text,PASSED,1646996417616,1646996417616,1647601217616,D34F0D0EF4D4CED2B6AE679D0736E8CF54D077E7A1FE081CD62B5CEA5BD5316D,secret1nqxdqq6qhtaj9m2t2mgvzds0xa6fa2g9p36ek4,TextProposal,Network Policy,True
osmosis_172,osmosis,172,Enable Superfluid Staking on OSMOUST and OSMOLUNA,/osmosis.superfluid.v1beta1.SetSuperfluidAssetsProposal,PASSED,1647016635752,1647018576887,1647277776887,8B5EA0F7E255CCFDE1FB51967B36929A6A02877936FB087605FC675EE1D6B386,osmo19mywfjzj324w5ukf7ss6jak0dg9hnljfp0rfx4,ChainSpecific,Chain Governance,True
sentinel_9,sentinel,9,Sentinel Hub Software Upgrade  3 height corrected,SoftwareUpgrade,PASSED,1647026152531,1647026235927,1648235835927,7E63CBA57E5EBB45EED273F9CB2A2CD705DAD2783EE6F29D9BACF318A4FB0B74,sent1dlvexscz0gttgmgqxpx7edlh86nm692sc699yu,SoftwareUpgrade,Major Release,True
injective_121,injective,121,Trade  Earn rewards points adjustment for epoch ended March 9 2022 UTC,/injective.exchange.v1beta1.TradingRewardPendingPointsUpdateProposal,PASSED,1647175066914,1647189701764,1647362501764,AF283EC887284BA52F9FF719D187AB77A85F7FEC6A2CA4A3DA679C22C953B9D3,inj17vytdwqczqz72j65saukplrktd4gyfme5agf6c,MarketRelated,Oracle Update,True
osmosis_173,osmosis,173,Match External Incentives for PSTAKEOSMO 648,/cosmos.gov.v1beta1.TextProposal,PASSED,1647195396782,1647195396782,1647454596782,AF1BA561430AE01DDE190344C089F7A1DB484034DC78DC717123F53D4105D745,osmo1dlwqwzggptdvx9rewhca2axz64klpzw65ttuvp,TextProposal,Governance Process,True
osmosis_173,osmosis,173,Match External Incentives for PSTAKEOSMO 648,/cosmos.gov.v1beta1.TextProposal,PASSED,1647195396782,1647195396782,1647454596782,AF1BA561430AE01DDE190344C089F7A1DB484034DC78DC717123F53D4105D745,osmo1dlwqwzggptdvx9rewhca2axz64klpzw65ttuvp,TextProposal,Governance Process,True
osmosis_174,osmosis,174,SemiAutomatic Incentive Adjustments for 03132022,/osmosis.poolincentives.v1beta1.UpdatePoolIncentivesProposal,PASSED,1647227997035,1647266903926,1647526103926,A9319654F06CC5B0EA687A1BB2F0347C94925BB803F9FCD6FBA903009D705EC6,osmo1d4pn8f3q5dn0g4uwr2egh5mgzrnf7fhhwxrltj,PoolIncentives,Reward Adjustment,True
cosmos_62,cosmos,62,Signal Proposal Migration of Gravity DEX to a Separate Cosmos Chain,Text,PASSED,1647251034403,1647251034403,1648460634403,undefined,undefined,TextProposal,Governance Process,True
injective_122,injective,122,Trade and Earn epoch 15 rewards disbursement,/injective.exchange.v1beta1.BatchCommunityPoolSpendProposal,PASSED,1647267330782,1647267793328,1647440593328,B41DE9BC6B1F0AA40EC309B251671E2FCD6B582B846E4F13E099257C0E8AE0E8,inj17vytdwqczqz72j65saukplrktd4gyfme5agf6c,CommunityPoolSpend,Community Support,True
osmosis_175,osmosis,175,SemiAutomatic Incentive Adjustments for 03142022 hotfix for CMDX matching,/osmosis.poolincentives.v1beta1.UpdatePoolIncentivesProposal,PASSED,1647269319789,1647269534521,1647528734521,6D6F1FF61E19375B7285E9CE00D64B21BE664B04CB292C7FB94EABDCACDB7411,osmo1d4pn8f3q5dn0g4uwr2egh5mgzrnf7fhhwxrltj,PoolIncentives,Reward Adjustment,True
axelar_5,axelar,5,Axelar v015 Upgrade Proposal,SoftwareUpgrade,PASSED,1647308310947,1647308310947,1647394710947,5EC1AFCB5B59E2CDCBDC9990492B5AE33ABF61540380BBB631713F224E9DA40F,axelar1wtken7kkklz922ws0g33a60lkrwkd7n45m9jah,SoftwareUpgrade,Major Release,True
stargaze_21,stargaze,21,Claim MintNFT Airdrop Contract,/cosmwasm.wasm.v1.StoreCodeProposal,PASSED,1647319332365,1647319332365,1647578532365,4871E0915230BE73A7FE5E0C9D4986D245D7A5F50E2B73576CB03FFA70CF52C7,stars1r5ecq7zn6hwh5e68e79ume8rp9ht7kjz352drk,SmartContract,Contract Deployment,True
cosmos_63,cosmos,63,Activate governance discussions on the Discourse forum using community pool funds,CommunityPoolSpend,PASSED,1647374719867,1647389713284,1648599313284,99CA985295052F6EB41DC61D44B56AAA8951A8BACBFA760E6D1BBA6D8043BA52,cosmos1cc5mtuje84sx5dsqw4gtr4w8lthpzw02rjjnew,CommunityPoolSpend,Community Support,True
gravity-bridge_27,gravity-bridge,27,Gravity Bridge Mercury Upgrade,SoftwareUpgrade,PASSED,1647415525163,1647415525163,1647588325163,1C7186E7519F8BE40AEB5026450281B88DAB0EF95C5620F8101230B8BCE1D3E3,gravity17399gtlvfyavwx7afu7w5rjw5f2kwe7w2qjfx9,SoftwareUpgrade,Feature Addition,True
osmosis_176,osmosis,176,Osmosis Carbon Neutrality through Purchasing and Retiring NCT,/cosmos.distribution.v1beta1.CommunityPoolSpendProposal,PASSED,1647545183978,1647545457675,1647804657675,D15A2308931DBA807A864729C375001A3C866F34D7973B0ABDBD3B4332D0F94D,osmo19mywfjzj324w5ukf7ss6jak0dg9hnljfp0rfx4,CommunityPoolSpend,Community Support,True
gravity-bridge_28,gravity-bridge,28,Proposal for Gravity Grant RFP 1 UIGUI,CommunityPoolSpend,PASSED,1647547065066,1647547065066,1647719865066,D42CCCF89FEE1BEEBCB00889980875EFF60AD77C7C75E6C388003BFA27E61936,gravity17399gtlvfyavwx7afu7w5rjw5f2kwe7w2qjfx9,CommunityPoolSpend,Community Support,True
gravity-bridge_28,gravity-bridge,28,Proposal for Gravity Grant RFP 1 UIGUI,CommunityPoolSpend,PASSED,1647547065066,1647547065066,1647719865066,D42CCCF89FEE1BEEBCB00889980875EFF60AD77C7C75E6C388003BFA27E61936,gravity17399gtlvfyavwx7afu7w5rjw5f2kwe7w2qjfx9,CommunityPoolSpend,Community Support,True
gravity-bridge_28,gravity-bridge,28,Proposal for Gravity Grant RFP 1 UIGUI,CommunityPoolSpend,PASSED,1647547065066,1647547065066,1647719865066,D42CCCF89FEE1BEEBCB00889980875EFF60AD77C7C75E6C388003BFA27E61936,gravity17399gtlvfyavwx7afu7w5rjw5f2kwe7w2qjfx9,CommunityPoolSpend,Community Support,True
gravity-bridge_29,gravity-bridge,29,Proposal for Gravity Grant RFP 1 UIGUI,CommunityPoolSpend,PASSED,1647559604919,1647559604919,1647732404919,175C05028E2FE4AD5256B7828AA8E55CEADD360911B2E79D94EFDE5F1A73F552,gravity17399gtlvfyavwx7afu7w5rjw5f2kwe7w2qjfx9,,,True
stargaze_22,stargaze,22,Allow Claim Contract Instance,/cosmos.params.v1beta1.ParameterChangeProposal,PASSED,1647578796422,1647578882248,1647838082248,7757E88C6D66CCED7721030063B3A4290F3F216F540A93A521514DF663D9A3CD,stars1r5ecq7zn6hwh5e68e79ume8rp9ht7kjz352drk,ParameterChange,Protocol Configuration,True
stargaze_22,stargaze,22,Allow Claim Contract Instance,/cosmos.params.v1beta1.ParameterChangeProposal,PASSED,1647578796422,1647578882248,1647838082248,7757E88C6D66CCED7721030063B3A4290F3F216F540A93A521514DF663D9A3CD,stars1r5ecq7zn6hwh5e68e79ume8rp9ht7kjz352drk,ParameterChange,Protocol Configuration,True
injective_123,injective,123,Disbursement of DMM rewards for epochs ended on 25 Jan 2022 and 22 Feb 2022,/injective.exchange.v1beta1.BatchCommunityPoolSpendProposal,REJECTED,1647612502334,1647649212751,1647822012751,942134D69E7604B06521C54753F16EECADCEE0C6D4ECFF445191DC69A5DA5636,inj17vytdwqczqz72j65saukplrktd4gyfme5agf6c,CommunityPoolSpend,Community Support,False
injective_123,injective,123,Disbursement of DMM rewards for epochs ended on 25 Jan 2022 and 22 Feb 2022,/injective.exchange.v1beta1.BatchCommunityPoolSpendProposal,REJECTED,1647612502334,1647649212751,1647822012751,942134D69E7604B06521C54753F16EECADCEE0C6D4ECFF445191DC69A5DA5636,inj17vytdwqczqz72j65saukplrktd4gyfme5agf6c,CommunityPoolSpend,Community Support,False
iris_11,iris,11,Upgrade to irishub v130,/cosmos.upgrade.v1beta1.SoftwareUpgradeProposal,PASSED,1647654304142,1647654304142,1648518304142,44238CC738BF9B72E62C3FE294634A78FDDFC009E1309E107E71D40A2962EB1A,iaa12060eqmpeskvs9ffyctrsfhdl33v8z3fgldst3,SoftwareUpgrade,Major Release,True
axelar_6,axelar,6,Axelar v016 Upgrade Proposal,SoftwareUpgrade,PASSED,1647733532295,1647733532295,1647819932295,E2FF1FA7D0B1146448968DB78EAF589080512661E368C85ACF64CF16E5E1AC99,axelar1wtken7kkklz922ws0g33a60lkrwkd7n45m9jah,SoftwareUpgrade,Major Release,True
injective_124,injective,124,Trade  Earn rewards points adjustment for epoch ended March 16 2022 UTC,/injective.exchange.v1beta1.TradingRewardPendingPointsUpdateProposal,PASSED,1647796142471,1647796595046,1647969395046,9301EB6228D0B225E4338677BFD95EAAF2ADF9562B3D581DEB00458F3DB55DBF,inj17vytdwqczqz72j65saukplrktd4gyfme5agf6c,MarketRelated,Oracle Update,True
osmosis_178,osmosis,178,Match External Incentives for SWTHOSMO,/cosmos.gov.v1beta1.TextProposal,PASSED,1647835973913,1647836075227,1648095275227,55A211E8C8728F4F8BAD941E97871E1A43754C6F19E175B28A7887CF076962D1,osmo1e7cfyfgdj47fpz24hkyv4elr8x4eaj9x2ek5zm,TextProposal,Governance Process,True
gravity-bridge_30,gravity-bridge,30,Add Persistence to hrpibcrecord for ibcforwarding,UpdateHrpIbcChanne,PASSED,1647838327908,1647838327908,1648011127908,905586453C3758D329B63747B3A64AEC463387E028A0D93FD6CF346EC45E27C5,gravity1dlwqwzggptdvx9rewhca2axz64klpzw6cq25lm,IBCRelated,IBC Transfer,True
osmosis_179,osmosis,179,SemiAutomatic Incentive Adjustments for 03202022,/osmosis.poolincentives.v1beta1.UpdatePoolIncentivesProposal,PASSED,1647843940393,1647878739805,1648137939805,C986DC5FC43619EC8B39CDE80A69D089D87F523F04025702D59B49D82EDFCF9F,osmo1d4pn8f3q5dn0g4uwr2egh5mgzrnf7fhhwxrltj,PoolIncentives,Reward Adjustment,True
osmosis_180,osmosis,180,Signalling proposal for MARBLEOSMO649 incentivized pool,/cosmos.gov.v1beta1.TextProposal,PASSED,1647861944758,1647861944758,1648121144758,A377A9CACF844B6F326A02451F02C955D606BFF79D1A462583A56D4FBC5391A7,osmo1ddcvnnq0puupr0f3cyq77ffmk32ylaxcncdurx,TextProposal,Governance Process,True
gravity-bridge_31,gravity-bridge,31,Increase length of voting period and minimum deposit,ParameterChange,PASSED,1647871960502,1647871960502,1648044760502,F6EC2E93D0864B9A0CBDF01DBDDBDFABB78A18149F5DC8BE6BC8C75A003BEF43,gravity187reejg4et24jpggqt55vnc47l926w0pk9833r,ParameterChange,Governance Settings,True
injective_125,injective,125,Disbursement of DMM rewards for epochs ended on 25 Jan 2022 and 22 Feb 2022,/injective.exchange.v1beta1.BatchCommunityPoolSpendProposal,PASSED,1647872260152,1647872440352,1648045240352,0A5EB9D8FC1CE809F9099FA9FC4C9D8DA8C802E6654E7B5D185ED6630B022C47,inj17vytdwqczqz72j65saukplrktd4gyfme5agf6c,,,True
injective_126,injective,126,Adjust funding rate limit,/injective.exchange.v1beta1.BatchExchangeModificationProposal,PASSED,1647873219143,1647873545288,1648046345288,3289BD284444F8393DA2439AD290E2D040FFF22C9A71749392325510893750FA,inj17vytdwqczqz72j65saukplrktd4gyfme5agf6c,MarketRelated,Trading Parameters,True
gravity-bridge_32,gravity-bridge,32,Proposal for Gravity Grant RFP 1 UIGUI,CommunityPoolSpend,PASSED,1647999817372,1647999817372,1648172617372,69862AA5AC8F21AB01D169A6F82EB7516E5C808036DD7D8E1F6B7826DFFFB7E5,gravity17399gtlvfyavwx7afu7w5rjw5f2kwe7w2qjfx9,,,True
injective_127,injective,127,Adjust Chain Parameters,/cosmos.params.v1beta1.ParameterChangeProposal,PASSED,1648028013676,1648033637990,1648206437990,D15FA1386A0E4A955D9BD4E6821F47E78B1EED060C6236A7204ECFD9F97111F2,inj17vytdwqczqz72j65saukplrktd4gyfme5agf6c,ParameterChange,Protocol Configuration,True
cosmos_64,cosmos,64,Update expired client between Cosmoshub and Bostrom,ClientUpdate,PASSED,1648044698078,1648049699226,1649259299226,6038CACE73447529B3024633289D6AD7A7E71B7AAE5517B1F1BE5CCCFF7FAE0B,cosmos1ydc5fy9fjdygvgw36u49yj39fr67pd9m0f224r,IBCRelated,Client Update,True
osmosis_182,osmosis,182,Establish Carbon Market on Osmosis,/cosmos.distribution.v1beta1.CommunityPoolSpendProposal,PASSED,1648063227559,1648063592037,1648322792037,A3976C523E07B840BF9A1351082ADE64143CE03BAF7D595BF92C3147BC1C5328,osmo19mywfjzj324w5ukf7ss6jak0dg9hnljfp0rfx4,CommunityPoolSpend,Community Support,True
secret_82,secret,82,Awareness Committee Funding Q2 A,CommunityPoolSpend,PASSED,1648148302779,1648212981756,1648817781756,A6DFF92E7AE7F8DE025733FE4B0106508A038180277DE86E9AF9F9E64F17B25B,secret16k26akna7h295rfjx3278s7xusnt736v4jlrfw,CommunityPoolSpend,Community Support,True
cosmos_65,cosmos,65,v7Theta,SoftwareUpgrade,PASSED,1648201783275,1648203194802,1649412794802,D5B63321D746F65AEE2DD347532551ADC5B8207D6F2C3CB83F643014D01EC7A0,cosmos1hxv7mpztvln45eghez6evw2ypcw4vjmsmr8cdx,SoftwareUpgrade,Major Release,True
iris_12,iris,12,Incentives for GRAVIRIS gUSDCIRIS gETHIRIS Pools,/cosmos.distribution.v1beta1.CommunityPoolSpendProposal,PASSED,1648211106866,1648211106866,1649075106866,D01F6CDC430D42F214A258613A373A708181D84C97C392E36A636C82D84C5D53,iaa12060eqmpeskvs9ffyctrsfhdl33v8z3fgldst3,CommunityPoolSpend,Ecosystem Growth,True
iris_13,iris,13,Reduce Voting Period To 5 Days,/cosmos.params.v1beta1.ParameterChangeProposal,PASSED,1648220604912,1648220604912,1649084604912,2D16353866780CEB9A4DA43860ABD0B1FA3F21460FFE8150A8B8FD5665C577AD,iaa12060eqmpeskvs9ffyctrsfhdl33v8z3fgldst3,ParameterChange,Governance Settings,True
osmosis_183,osmosis,183,Increase Voting Period to 5 days,/cosmos.params.v1beta1.ParameterChangeProposal,PASSED,1648223285879,1648225495400,1648484695400,F7FC21F9852AD6EEB70103343BD4F351133A2BC62153C565F8A01E4F09A820A4,osmo19mywfjzj324w5ukf7ss6jak0dg9hnljfp0rfx4,ParameterChange,Governance Settings,True
gravity-bridge_33,gravity-bridge,33,Matching GRAVIRIS incentives for Liquidity Pools on Coinswap,CommunityPoolSpend,PASSED,1648238248183,1648238248183,1648670248183,88C67FADD88E70B6D742891A576847338118472BAE412A2B513DD306F16AFF12,gravity1nsjvhygwhsrqsgdfgysyawslf3wc8rnulz5jpn,CommunityPoolSpend,Ecosystem Growth,True
akash_17,akash,17,Voting Period Change,ParameterChange,PASSED,1648325329609,1648325329609,1649534929609,0ED2B0F9498534FAAC285BDAE95F917ECD11460188452DEE96081BCB30E990BD,akash1lxh0u07haj646pt9e0l2l4qc3d8htfx5u55rh8,ParameterChange,Governance Settings,True
osmosis_184,osmosis,184,SemiAutomatic Incentive Adjustments for 03282022,/osmosis.poolincentives.v1beta1.UpdatePoolIncentivesProposal,PASSED,1648452710008,1648483249080,1648742449080,E7BD2111E96375ECFD62204FB1B15A2DD0CD90CD57B03707F24DB1556008962E,osmo1d4pn8f3q5dn0g4uwr2egh5mgzrnf7fhhwxrltj,PoolIncentives,Reward Adjustment,True
osmosis_185,osmosis,185,Enable Superfluid Staking on OSMOSTARS OSMOSCRT and OSMOCRO,/osmosis.superfluid.v1beta1.SetSuperfluidAssetsProposal,PASSED,1648459782042,1648460770023,1648719970023,3A25C0916E45D855AFDF6708C27AD35B648CDEDE575F951EAB70B6C3D25088F0,osmo19mywfjzj324w5ukf7ss6jak0dg9hnljfp0rfx4,ChainSpecific,Chain Governance,True
injective_128,injective,128,Trade  Earn Rewards Rate and APEUSDT market adjustment,/injective.exchange.v1beta1.BatchExchangeModificationProposal,PASSED,1648487485307,1648495707157,1648841307157,5560747E5FE4B43269845D0FA421783947C9F16B1FD23EE0018213236A9B9D6C,inj17vytdwqczqz72j65saukplrktd4gyfme5agf6c,MarketRelated,Trading Parameters,True
juno_17,juno,17,Juno Lupercalia Phase 1,/cosmos.gov.v1beta1.TextProposal,PASSED,1648578039822,1648578786423,1649010786423,06FB3AB54ADA1E615C20E995979CE35D6E19E8CC7013DFB40576F784FC002D56,juno17dn5e2n6w60pzyxeq79apr05r6jzfw7wha8558,TextProposal,Governance Process,True
cosmos_66,cosmos,66,Staking Param Change,ParameterChange,PASSED,1648594921265,1648597988106,1649807588106,0AD744C23DA1FEF5F61EFCFD32337557E9904590525841280E9BC22BAAA9DE7D,cosmos15ytx6mflyrxynjerqlud6w646v6u3qvthlagl2,ParameterChange,Staking Parameters,True
injective_129,injective,129,Launch STXUSDT PERP,/injective.exchange.v1beta1.BatchExchangeModificationProposal,PASSED,1648638501974,1648666783936,1649012383936,7A6F5B8547CD82ECD2AC9123A5934E1FED1C7FEF01F585DA83EAC7907D587D45,inj17vytdwqczqz72j65saukplrktd4gyfme5agf6c,MarketRelated,DEX Configuration,True
gravity-bridge_34,gravity-bridge,34,Unfreeze IBC client,ClientUpdate,PASSED,1648665964485,1648676952389,1649108952389,A84C1FEA5FB216002B4F5E1FDD11F6DB45D579C94C88EE2A16979912A5B04C6A,gravity1wctnrvkfkgwa6uaxnesgfe3lkafs46uav70kea,IBCRelated,IBC Transfer,True
osmosis_186,osmosis,186,Launch the Osmosis Grants Program,/cosmos.distribution.v1beta1.CommunityPoolSpendProposal,PASSED,1648676518949,1649082321200,1649514321200,5D9535B530291C092A3B16444E5A04019B57ED53139DE7148255DCE46A9DA603,osmo1pkw26pexf6em8y2vmrw797a69rg7daz7wecc26,CommunityPoolSpend,Community Support,True
kava_79,kava,79,Enable delegators to withdraw to a different address,/cosmos.params.v1beta1.ParameterChangeProposal,PASSED,1648693487504,1648693487504,1649298287504,undefined,undefined,ParameterChange,Staking Parameters,True
stargaze_23,stargaze,23,Extend Osmosis STARS incentives to boost liquidity and mitigate slippage,/cosmos.distribution.v1beta1.CommunityPoolSpendProposal,PASSED,1648694091848,1648694091848,1648953291848,4C47595D3C33EEDAE694E19C53F7506191922A898458BD7584EE09BFC5A911BB,stars1rfk0tqnc9shwsavrhyw3kdzecstes67vtz4axv,CommunityPoolSpend,Community Support,True
osmosis_187,osmosis,187,Multihop Discount on Osmosis Pools,/cosmos.gov.v1beta1.TextProposal,PASSED,1648718169754,1648745081985,1649177081985,226E9C78186BF4905329D1C51D5CF19C92AF9EC089F11AF474C7D7514543D2AF,osmo19mywfjzj324w5ukf7ss6jak0dg9hnljfp0rfx4,TextProposal,Governance Process,True
injective_130,injective,130,Trade  Earn rewards points adjustment for epoch ended March 23 2022 UTC,/injective.exchange.v1beta1.TradingRewardPendingPointsUpdateProposal,PASSED,1648737838754,1648750306368,1649095906368,28E8D29962EEDB3C5C8D86FC11005E5D2BD5C1755609CB8A25F348870B65186A,inj17vytdwqczqz72j65saukplrktd4gyfme5agf6c,MarketRelated,Oracle Update,True
secret_83,secret,83,BizDev Committee Proposal Q2A,CommunityPoolSpend,PASSED,1648745296177,1648745296177,1649350096177,8AFBDB9A13CFA80A8C3ED12FBDFAC834C2B92D02532D2448229BC5103742E074,secret1rtx7h36z9u0pd8kt3detrz5mg5ulys5zdx8qua,CommunityPoolSpend,Community Support,True
osmosis_188,osmosis,188,Remove incentives from all xki pools,/cosmos.gov.v1beta1.TextProposal,REJECTED,1648981476542,1648981476542,1649413476542,A69638EA4A2E46AED8209A854DFC4838D0B527478D5EA367354BFF2C02895659,osmo1083svrca4t350mphfv9x45wq9asrs60cq5yv9n,TextProposal,Governance Process,False
osmosis_189,osmosis,189,SemiAutomatic Incentive Adjustments for 04032022,/osmosis.poolincentives.v1beta1.UpdatePoolIncentivesProposal,PASSED,1649048569453,1649086757459,1649518757459,ABB3DDFAA45595EFBC00CD5505E57836BF6FE888EB67B409DF23ADA87C7A1599,osmo1d4pn8f3q5dn0g4uwr2egh5mgzrnf7fhhwxrltj,PoolIncentives,Reward Adjustment,True
gravity-bridge_35,gravity-bridge,35,GRAV incentives for ATOM and OSMO gUSDC liquidity pools,CommunityPoolSpend,PASSED,1649117709847,1649117709847,1649549709847,B33EE0CD1F839BC69E6D4A01FA171B912B1000A4AD094DA49E6CA9862AF89C03,gravity1nsjvhygwhsrqsgdfgysyawslf3wc8rnulz5jpn,CommunityPoolSpend,Ecosystem Growth,True
gravity-bridge_35,gravity-bridge,35,GRAV incentives for ATOM and OSMO gUSDC liquidity pools,CommunityPoolSpend,PASSED,1649117709847,1649117709847,1649549709847,B33EE0CD1F839BC69E6D4A01FA171B912B1000A4AD094DA49E6CA9862AF89C03,gravity1nsjvhygwhsrqsgdfgysyawslf3wc8rnulz5jpn,CommunityPoolSpend,Ecosystem Growth,True
osmosis_190,osmosis,190,Signalling Proposal for SWTHOSMO651 Incentivized Pools,/cosmos.gov.v1beta1.TextProposal,PASSED,1649127894169,1649128004063,1649560004063,049696066A77B1399686DF9CF700AC2A4E9C91C2A2627B690D866635EF2937D3,osmo1e7cfyfgdj47fpz24hkyv4elr8x4eaj9x2ek5zm,TextProposal,Governance Process,True
